RA,FASE,TURMA,NOME,INSTITUICAO_ENSINO_ALUNO,PEDRA,INDE,REC_AVAL_1,REC_AVAL_2,REC_AVAL_3,REC_AVAL_4,REC_PSICO,NIVEL_IDEAL,DEFASAGEM,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,ANO_BASE,IDADE_ALUNO_MISSING,INDE_MISSING,CG_MISSING,CF_MISSING,CT_MISSING,QTDE_AVAL_MISSING,IAA_MISSING,IEG_MISSING,IPS_MISSING,IDA_MISSING,NOTA_MAT_MISSING,NOTA_PORT_MISSING,NOTA_ING_MISSING,IPV_MISSING,IPP_MISSING,INSTITUICAO_ENSINO_ALUNO_MISSING,PEDRA_MISSING,REC_AVAL_1_MISSING,REC_AVAL_2_MISSING,REC_AVAL_3_MISSING,REC_AVAL_4_MISSING,REC_PSICO_MISSING,DESTAQUE_IEG_MISSING,DESTAQUE_IDA_MISSING,DESTAQUE_IPV_MISSING,ALTO_INDE,CAT_IDADE_ALUNO,CAT_ANO_INGRESSO,CAT_CG,CAT_CF,CAT_CT,CAT_QTDE_AVAL,CAT_IAA,CAT_IEG,CAT_IPS,CAT_IDA,CAT_NOTA_MAT,CAT_NOTA_PORT,CAT_NOTA_ING,CAT_IPV,CAT_IAN,CAT_IPP,CAT_PEDRA_ORDINAL,CAT_NOTA_MEDIA,CAT_TEMPO_PM,DEFASADO
RA-1083,FASE 2,2B,Aluno-1083,Pública,Topázio,8.2345,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,5,1,4,4,4,1,5,2,4,3,4,1,0
RA-531,FASE 2,2B,Aluno-531,Pública,Topázio,8.3252,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,5,1,4,3,5,1,5,2,4,3,4,1,0
RA-1084,FASE 2,2B,Aluno-1084,Pública,Ametista,7.9948,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,5,1,3,2,5,1,5,2,4,2,3,1,0
RA-516,FASE 2,2B,Aluno-516,Privada - Programa de Apadrinhamento,Topázio,8.6807,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,1,5,5,5,1,5,2,4,3,5,4,0
RA-348,FASE 2,2B,Aluno-348,Pública,Agata,6.817866667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,2,1,1,1,2,5,3,1,1,1,3,1,4,1,4,1,1,1,1
RA-1085,FASE 2,2C,Aluno-1085,Pública,Agata,6.563833333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,3,1,1,1,2,1,5,1,3,2,4,1,4,1,4,1,3,1,1
RA-1086,FASE 2,2C,Aluno-1086,Pública,Ametista,7.2382,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,4,1,2,2,2,1,5,1,4,2,2,1,1
RA-1087,FASE 2,2C,Aluno-1087,Pública,Ametista,7.2067,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,5,4,1,2,1,3,1,4,1,4,2,2,1,1
RA-509,FASE 2,2C,Aluno-509,Pública,Ametista,7.606033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,5,4,5,1,5,1,4,2,5,4,1
RA-499,FASE 2,2C,Aluno-499,Pública,Ametista,7.8883,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,5,1,3,2,4,1,4,2,4,2,3,3,0
RA-500,FASE 2,2C,Aluno-500,Pública,Topázio,8.427533333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,5,1,4,5,4,1,5,2,4,3,4,3,0
RA-1088,FASE 2,2C,Aluno-1088,Pública,Ametista,7.4717,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,4,5,1,3,2,4,1,4,1,4,2,3,1,1
RA-1089,FASE 2,2C,Aluno-1089,Pública,Ametista,7.9947,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,3,4,1,3,2,4,1,4,2,4,2,3,1,0
RA-1090,FASE 2,2C,Aluno-1090,Pública,Ametista,7.844033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,3,5,1,5,5,5,1,4,1,4,2,5,1,1
RA-503,FASE 2,2C,Aluno-503,Pública,Topázio,8.4682,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,5,1,5,5,5,1,4,2,4,3,5,3,0
RA-1091,FASE 2,2C,Aluno-1091,Pública,Topázio,8.032533333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,4,1,5,5,5,1,5,1,4,3,5,1,1
RA-1092,FASE 2,2C,Aluno-1092,Pública,Ametista,7.41,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,5,1,3,2,4,1,4,1,4,2,3,1,1
RA-1093,FASE 2,2C,Aluno-1093,Pública,Topázio,8.197533333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,4,1,5,5,5,1,4,2,4,3,5,1,0
RA-1094,FASE 2,2C,Aluno-1094,Pública,Topázio,8.1779,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,4,1,5,4,5,1,4,2,4,3,5,1,0
RA-1095,FASE 2,2C,Aluno-1095,Pública,Agata,6.238,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,3,1,1,1,2,1,5,1,2,2,1,1,4,1,4,1,2,1,1
RA-324,FASE 2,2D,Aluno-324,Pública,Ametista,7.6354,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,4,1,5,4,5,1,3,2,3,2,5,1,0
RA-350,FASE 2,2D,Aluno-350,Pública,Ametista,7.972033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,5,5,1,5,5,5,1,4,1,4,2,5,1,1
RA-517,FASE 2,2D,Aluno-517,Pública,Agata,6.3104,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3,1,1,1,1,2,1,4,1,3,1,5,1,1,1,1,1,3,4,1
RA-325,FASE 2,2D,Aluno-325,Pública,Agata,6.243,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,2,1,1,1,2,1,2,1,2,1,4,1,2,2,3,1,2,1,0
RA-518,FASE 2,2D,Aluno-518,Pública,Ametista,7.5762,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,3,1,3,2,4,1,2,2,3,2,3,1,0
RA-530,FASE 2,2D,Aluno-530,Pública,Ametista,7.653033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,5,3,1,2,2,2,1,2,2,3,2,2,4,0
RA-524,FASE 2,2D,Aluno-524,Pública,Ametista,7.331133333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,1,5,5,5,1,2,1,4,2,5,4,1
RA-1096,FASE 2,2D,Aluno-1096,Pública,Topázio,8.615533333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,4,5,1,5,5,5,1,4,2,4,3,5,1,0
RA-526,FASE 2,2D,Aluno-526,Pública,Topázio,8.0957,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,5,1,5,5,5,1,3,1,4,3,5,1,1
RA-528,FASE 2,2D,Aluno-528,Pública,Ametista,7.6892,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,3,1,5,4,5,1,4,1,4,2,4,2,1
RA-534,FASE 2,2D,Aluno-534,Pública,Quartzo,5.8385,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3,1,1,1,1,2,1,2,1,2,1,3,1,4,1,3,1,2,2,1
RA-1097,FASE 2,2D,Aluno-1097,Pública,Agata,6.9547,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 4 (9° ano),-2,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,3,1,1,1,2,4,3,1,2,1,3,1,2,1,3,1,2,1,1
RA-1098,FASE 2,2D,Aluno-1098,Pública,Ametista,7.2787,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,4,4,1,3,3,3,1,4,1,3,2,3,1,1
RA-506,FASE 2,2D,Aluno-506,Pública,Ametista,7.750033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,4,2,1,5,4,5,1,4,1,4,2,5,3,1
RA-1099,FASE 2,2F,Aluno-1099,Pública,Ametista,7.113533333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,3,5,1,2,2,1,1,4,1,4,2,2,1,1
RA-1100,FASE 2,2F,Aluno-1100,Pública,Topázio,8.261033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,5,4,1,4,3,4,1,4,2,4,3,4,1,0
RA-1101,FASE 2,2F,Aluno-1101,Pública,Agata,6.446666667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,3,1,1,1,2,1,2,1,2,1,2,1,4,2,4,1,2,1,0
RA-1102,FASE 2,2F,Aluno-1102,Pública,Topázio,8.123033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,4,4,1,4,2,5,1,3,2,3,3,4,1,0
RA-363,FASE 2,2F,Aluno-363,Pública,Agata,6.680833333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3,2,1,1,1,2,1,5,1,3,3,3,1,5,1,4,1,3,1,1
RA-1103,FASE 2,2F,Aluno-1103,Pública,Ametista,7.574866667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,3,1,2,1,2,1,4,2,4,2,2,1,0
RA-539,FASE 2,2F,Aluno-539,Pública,Ametista,7.796866667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,3,1,5,4,5,1,5,1,4,2,5,1,1
RA-540,FASE 2,2F,Aluno-540,Pública,Topázio,8.216033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,1,4,3,4,1,5,2,4,3,4,4,0
RA-574,FASE 2,2F,Aluno-574,Pública,Ametista,7.878133333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,5,4,5,1,4,2,3,2,4,1,0
RA-369,FASE 2,2F,Aluno-369,Pública,Agata,6.0197,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,2,1,1,1,2,5,1,1,1,2,1,1,3,1,4,1,1,1,1
RA-375,FASE 2,2F,Aluno-375,Pública,Ametista,7.070833333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,5,1,4,3,5,1,4,1,4,2,4,4,1
RA-376,FASE 2,2F,Aluno-376,Pública,Ametista,7.1392,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,5,1,2,1,4,1,4,1,3,2,2,4,1
RA-535,FASE 2,2G,Aluno-535,Pública,Topázio,8.0027,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,4,1,2,2,3,1,5,2,3,3,2,4,0
RA-547,FASE 2,2G,Aluno-547,Pública,Agata,6.467,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,1,1,1,1,2,1,4,1,2,2,4,1,5,1,4,1,2,4,1
RA-548,FASE 2,2G,Aluno-548,Pública,Ametista,7.4322,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,4,1,4,3,5,1,4,1,4,2,4,4,1
RA-538,FASE 2,2G,Aluno-538,Pública,Agata,6.413466667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3,2,1,1,1,2,1,3,1,1,1,2,1,2,1,3,1,2,1,1
RA-365,FASE 2,2G,Aluno-365,Pública,Topázio,8.6587,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,5,5,1,5,4,5,1,5,2,4,3,5,1,0
RA-559,FASE 2,2G,Aluno-559,Pública,Ametista,7.947366667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,5,4,1,4,3,4,1,5,1,4,2,4,2,1
RA-1104,FASE 2,2G,Aluno-1104,Pública,Ametista,7.265533333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,1,5,1,3,2,4,1,5,1,4,2,3,1,1
RA-563,FASE 2,2G,Aluno-563,Pública,Ametista,7.684133333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,5,1,2,2,2,1,5,2,4,2,2,3,0
RA-573,FASE 2,2G,Aluno-573,Pública,Ametista,7.774366667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,5,1,3,2,4,1,5,1,4,2,3,3,1
RA-551,FASE 2,2G,Aluno-551,Pública,Ametista,7.075033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,5,3,1,2,1,2,1,5,1,4,2,2,4,1
RA-566,FASE 2,2G,Aluno-566,Pública,Ametista,7.7227,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,3,1,5,5,4,1,5,1,4,2,5,1,1
